"","V1","V2","V3"
"1",0.0184340163810857,0.00480204824534504,0.0007398990113528
"2",0.00706068566345125,0.00466052200446626,0.0160668951247859
"3",0.0152745847605701,0.00422603224685563,-0.00118922212181423
"4",0.01751208061106,0.00554696754697791,0.00237215075448162
"5",0.00602732563114139,-0.00284884292370343,-0.00188203940983143
"6",0.0102737533866943,0.0013606939703905,-0.00401595627489603
"7",-0.0130888436632668,0.00444110136422451,-0.00487554970791652
"8",-0.0058115016083768,0.00864953829801324,0.00467418353874089
"9",0.018816270092123,0.024285227895274,0.0112404659300038
"10",-0.00301664978742233,0.00747615247798032,0.0109982708286688
"11",-0.0140176277924342,0.000875750898954579,-0.010653170247329
"12",-0.00998743021926897,0.0144575616095217,-0.00437773978719246
"13",-0.0147391555422311,-0.0105012793176284,-0.00262273315848527
"14",0.00693117446178036,0.0070350187767018,-0.0101577373939786
"15",-0.00730454487226562,0.0102418684563158,0.0155257975387907
"16",-0.000459801048302758,0.000580660841423784,-0.00452269654778108
"17",0.0149244306738064,-0.0024878557407036,-0.00948545384305942
"18",0.0109988750185268,0.000357133644302361,0.00104446741034017
"19",0.0150400977665191,0.00468579714016073,-0.017578740720654
"20",0.00587015553778855,-0.0103631778222671,0.0012122805095366
"21",-0.00701798757605235,0.00198344337318335,-0.00582055396534257
"22",-0.0053189914574707,-5.98271423681492e-05,0.0124366548984452
"23",-0.0149087727981929,-0.00546394745345936,0.00563622459471367
"24",-0.0109046950827466,-0.00251015378660592,-0.00232321731327571
"25",0.00326816314995103,-0.00857601391708902,0.00898780388699767
"26",0.00715625851520736,0.00231680013360441,-0.0105067855511857
"27",0.000111010431191778,-0.00473061585126967,0.000172974088231723
"28",-0.0213034054231193,0.00338019250393331,0.00763621489072832
"29",0.0008173542848994,-0.00578633618439574,0.000965152612239019
"30",-0.00404921128610457,-0.00658197223015154,-0.0102482977744618
"31",0.00280666421306702,0.0106188792937831,-0.00989327796296731
"32",-0.00158723643252454,0.00802784190127136,0.00485767495277175
"33",-0.000149567954137469,-0.00334435092326494,-0.00105856823397427
"34",0.00240983577688536,0.0134896228393179,-0.00796232861725702
"35",0.0175645929825761,-0.0061146035967767,0.00759915629555154
"36",-0.00273393355759561,-0.00922364129476267,0.0102918315791739
"37",0.00601014885323832,0.00852759839697057,0.0192794602396969
"38",0.00112305822827657,0.0139546469406095,-0.0136148386683793
"39",0.00345266438611149,0.00782604838077494,0.00506535066842909
"40",-0.00757315765034983,0.00287542277751633,-0.0054661669810469
"41",-0.00529158880752584,-0.00669913459120571,-0.00923393946007524
"42",0.00596200673625427,-0.00597340716525321,0.00717117007689067
"43",0.00930004459985635,0.0022121627281013,-0.000460732422892255
"44",-0.00226284188217255,0.000999550376958965,-0.0028032550741652
"45",-0.0057512862082716,-0.00965012535034357,-0.00507171609449943
"46",-0.00585433898429367,0.0132913529031958,-0.00579641623394243
"47",0.00199461182552777,0.015550772536316,4.43422936807965e-05
"48",-0.0091763635599685,0.00817801309298656,0.00416162425778659
"49",-0.00344098826537987,0.00447753276147633,0.00188131109024627
"50",-0.0143753013140368,-0.0193856624935254,-0.0108864309924754
"51",-0.00592451562272805,0.00345722103530378,0.00181667490491687
"52",-0.00484047920901456,0.000237510955616635,0.0113330204300283
"53",-0.0101382130281734,0.00178835034465071,-0.0236335377086896
"54",0.0035802446079548,-0.00342225902303461,0.00148853363117827
"55",0.0130771323407332,-0.00692026960179097,-0.00280394095954009
"56",-0.0204887313572459,-0.00624850391090697,-0.00463788177468866
"57",0.00264806642207323,0.0052421677919393,-0.000794950515725318
"58",0.00589853144816785,0.009903081348612,0.00108035428280694
"59",-0.00775287230979892,-0.0193622510475701,0.00636808687889831
"60",-0.00497420975157731,-0.00838322016498669,-0.00509369279586557
"61",-0.00222490985878397,-0.0042053424627703,-0.0190500621682464
"62",0.0198668705168955,0.00378833203914789,-0.000771854830098733
