"","AAPL","MSFT","YHOO"
"1",NA,NA,NA
"2",0.0225563909774436,-0.0016744809109176,0.0484185864896525
"3",-0.00735294117647056,-0.00570278430057025,0.0331471135940409
"4",0.0049382716049382,0.00978407557354921,0.00648882480173052
"5",0.0827190827190827,0.00100233879051115,-0.0121776504297996
"6",0.0484114977307109,-0.0100133511348465,0.0406091370558377
"7",-0.0122655122655123,0.0350640593391773,0.0174216027874565
"8",-0.0124178232286341,0.016612377850163,0.00856164383561642
"9",0.025887573964497,-0.00160205062479979,-0.00543293718166382
"10",-0.0223503965392934,-0.00192554557124514,-0.00819392284055986
"11",-0.0619469026548672,-0.00321543408360137,-0.0320137693631669
"12",-0.00628930817610063,0.00354838709677407,-0.0170697012802276
"13",-0.0189873417721519,-0.0125361620057859,-0.00795947901591887
"14",-0.0129032258064516,0.000651041666666741,-0.0167760758570387
"15",0.0122549019607843,0.0113858165256995,0.0734421364985163
"16",-0.00564971751412435,-0.0205853972338372,-0.025224602626123
"17",-0.00974025974025983,0.00492610837438434,-0.00602623183268347
"18",0.00655737704918025,-0.0022875816993464,-0.00606276747503565
"19",-0.00488599348534191,-0.00163773337700623,0.00609974883387143
"20",0.00245499181669384,0.0124671916010499,0.00962910128388006
"21",-0.0114285714285715,-0.00972132209980558,0.00141292829388928
"22",0,-0.0121073298429318,0.0148148148148148
"23",-0.00990916597853009,-0.0192116594898973,-0.00729927007299269
"24",0.00250208507089233,-0.00337723741979057,0.0276610644257704
"25",0.0241264559068219,-0.00474415452389021,0.0183986371379898
"26",0,-0.00374531835205993,0.00635664101706257
"27",-0.033306255077173,-0.00956937799043067,-0.0113031914893617
"28",0.0193277310924369,-0.00138026224982746,-0.019166106254203
"29",-0.00329760923330591,0.00310988251554933,0.0133699005827905
"30",0.00827129859387932,0.0127454357561143,0.0372124492557511
"31",-0.0016406890894175,0.00204081632653064,0.0192433137638617
"32",-0.00410846343467552,-0.0244399185336049,0.02112
"33",0.0123762376237624,0.00313152400835071,0.00313381385145717
"34",0.0383048084759576,0.0180367672563304,-0.0112464854732895
"35",0.0039246467817895,0.00136286201022151,-0.00157977883096361
"36",-0.00547302580140718,-0.0166723375297722,0.0158227848101267
"37",-0.00471698113207553,0.00588235294117645,0.000623052959501491
"38",-0.0529225908372828,-0.0412796697626419,-0.036425902864259
"39",0.00834028356964134,0.0107642626480087,-0.00290791599353801
"40",0.0289495450785773,-0.00283990060347894,0
"41",-0.0192926045016077,-0.0117479530081879,-0.0142579390797147
"42",0.0106557377049181,-0.00756484149855907,-0.00361604207758059
"43",0.021897810218978,0.0101633393829401,0.0161662817551964
"44",-0.00555555555555554,-0.0079051383399209,-0.0133116883116883
"45",0.00319233838786914,-0.0105034407823252,0.010529779532741
"46",0,-0.00109809663250371,-0.0517746662324976
"47",0.0214797136038185,0.00549651887138158,0.0298763736263736
"48",-0.0163551401869159,-0.0262390670553937,-0.0143381127042347
"49",0.0182106096595407,0.0254491017964071,0.010148849797023
"50",-0.00466562986003105,-0.00437956204379553,0.00669792364367039
"51",0,0.00183284457477995,-0.00598802395209574
"52",0.0171874999999999,0.0182949140139042,0.0050200803212852
"53",0.00384024577572961,0.000359324469996425,0.00999000999000987
"54",0.0260137719969395,0.0244252873563218,0.0316518298714146
"55",0.000745712155108214,-0.00876577840112203,-0.000958772770853211
"56",-0.00447093889716843,-0.00884329678104001,0.00319897632757504
