"","AAPL","MSFT","YHOO"
"933",39.51,25.33,14.19
"934",39.34,25.22,13.89
"935",40.46,25.43,13.86
"936",40.54,25.15,14.18
"937",41.11,24.61,14.04
"938",41.27,24.43,14.17
"939",41.76,24.78,14.5
"940",41.6,24.73,14.28
"941",40.98,24.68,14.39
"942",41.05,24.5,14.34
"943",40.54,24.49,14.17
"944",40.36,24.38,14.27
"945",39.81,23.91,14.28
"946",41.28,24.35,14.61
"947",41.31,24.43,14.52
"948",41.32,24.53,14.23
"949",42.01,24.57,14.49
"950",42.19,24.59,14.41
"951",42.65,24.83,14.43
"952",42.88,25.34,15.25
"953",43.19,25.23,15.93
"954",44.96,25.54,16.25
"955",45.43,25.82,15.92
"956",44.21,25.1,15.49
"957",44.36,25.31,15.8
"958",44.22,25.42,15.97
"959",43.92,25.38,16.3
"960",44.12,25.19,16.4
"961",44.01,25.9,16.46
"962",43.98,26.05,16.42
"963",43.61,26.28,16.4
"964",43,26.66,16.49
"965",43.45,26.95,16.15
"966",44.19,27.39,16.19
"967",44.69,27.03,16.17
"968",45.47,27.14,16.2
"969",45.3,26.85,16.26
"970",45.52,26.81,16.44
"971",45.15,26.95,16.97
"972",45.43,26.94,16.94
"973",45.24,26.68,16.8
"974",44,26.27,16.55
"975",43.86,26.2,16.6
"976",43.08,25.81,16.24
"977",42.93,25.57,16.15
"978",44.06,25.84,16.99
"979",43.82,25.69,16.57
"980",44.77,25.73,16.56
"981",44.1,25.12,16.19
"982",44.97,25.37,16.41
"983",45,25.25,16.22
"984",45.27,25.31,16.38
"985",44.45,25.26,15.82
"986",45.2,26.04,16.15
"987",45.45,26.89,16.33
"988",45.35,27.02,16.35
"989",45.74,26.84,16.33
"990",45.46,26.87,16.94
"991",45.86,27.23,17.02
"992",45.68,27.08,16.95
"993",45.79,27.34,17.01
"994",45.95,27.24,16.7
"995",45.76,27.62,16.63
"996",45.77,27.85,16.45
"997",45.89,27.99,16.51
"998",45.8,27.9,16.38
"999",46.03,27.81,16.28
"1000",46.32,28.07,16.6
"1001",46.45,28.19,16.63
"1002",46.23,28.3,16.72
"1003",46.38,28.07,16.48
"1004",46.5,28.01,16.43
"1005",46.47,27.97,16.61
"1006",46.24,27.85,16.76
"1007",46.08,27.91,16.63
"1008",47.08,27.98,16.75
"1009",47.33,28.09,16.59
"1010",47.71,28,16.91
"1011",47.68,28.82,17.06
"1012",48.02,28.6,16.9
"1013",48.92,28.22,16.6
"1014",48.81,28.11,16.58
"1015",49.2,28.55,16.65
"1016",49.38,28.19,16.75
"1017",49.78,28.3,16.81
"1018",48.66,28.66,16.5
"1019",48.41,28.47,16.31
"1020",47.53,28.35,16.23
"1021",46.67,28.02,15.96
"1022",48.21,28.38,16.09
"1023",48.77,28.45,16.02
"1024",49.12,28.78,15.57
"1025",49.03,28.87,16.2
"1026",48.01,27.75,15.83
"1027",48.47,27.72,16.12
"1028",49.29,27.99,16.38
"1029",49.19,27.94,16.57
"1030",49.06,27.65,16.69
"1031",49.5,27.77,16.78
"1032",50.27,28.2,16.8
"1033",50.74,28.28,16.6
"1034",51.17,27.97,16.43
"1035",50.65,27.5,16.62
"1036",50.98,27.25,16.85
"1037",51.31,27.23,16.89
"1038",51.41,26.96,17.2
"1039",51.88,27.02,17.76
"1040",51.19,27.21,17.77
"1041",50.08,27.06,17.66
"1042",48.37,26.59,16.9
"1043",48.95,26.59,16.58
"1044",48.98,26.77,16.37
"1045",49.74,26.55,16.5
"1046",50.46,26.58,16.4
"1047",49.9,26.16,16.1
"1048",50.3,26.08,16.63
"1049",51.37,26.2,16.86
"1050",51.43,25.95,17.08
"1051",50.77,25.72,16.7
"1052",50.82,25.91,16.94
"1053",50.35,25.89,17.65
"1054",49.52,25.41,17.06
"1055",50.28,25.68,17.42
"1056",50.51,25.69,17.31
"1057",49.35,25.39,16.33
"1058",47.14,24.79,15.91
"1059",47.81,24.78,15.86
"1060",47.24,24.8,16.03
"1061",48.47,25.33,16.29
"1062",48.74,25.3,16.36
"1063",48.46,25.54,16.13
"1064",49.28,25.81,16.83
"1065",50.22,25.62,16.96
"1066",50.06,25.41,16.58
"1067",50.14,25.49,16.75
"1068",49.8,25.61,16.74
"1069",49.79,25.39,16.68
"1070",49.22,25.48,16.84
"1071",48.74,25.55,16.87
"1072",48.41,25.78,17.11
"1073",48.29,26.15,17.05
"1074",48.3,26.2,17
"1075",47.87,26.07,16.77
"1076",47.26,25.98,16.59
"1077",47.49,25.64,16.36
"1078",48.02,25.63,16.64
"1079",47.49,25.42,16.69
"1080",46.78,25.37,16.62
"1081",47.41,25.08,16.34
"1082",48.27,25.15,16.12
"1083",48.92,25.76,16.87
"1084",50.1,25.52,16.85
"1085",50.43,25.61,17.11
"1086",50.06,26.19,17.28
"1087",50.02,26.38,17.26
"1088",49.54,26.71,17.51
"1089",50.02,25.92,17.7
"1090",49.47,25.66,18.14
"1091",49.74,25.81,17.92
"1092",49.94,26.06,18.2
"1093",49.54,25.79,18.43
"1094",49.52,25.87,18.65
"1095",49.66,25.83,18.56
"1096",49.92,25.67,18.55
"1097",49.6,25.36,17.2
"1098",49.51,25.32,17.17
"1099",48.64,25.03,16.55
"1100",47.61,24.57,15.81
"1101",48.02,24.52,16
"1102",48.55,24.69,15.96
"1103",48.65,24.72,16.35
"1104",47.89,24.49,16.3
"1105",47.77,24.17,16.06
"1106",47.46,24.15,16.14
"1107",48.11,24.19,16.15
"1108",47.86,24.67,15.98
"1109",48.2,24.76,16.02
"1110",49.69,25.01,16.55
"1111",49.36,24.43,15.84
"1112",49.44,24.22,16.02
"1113",49.06,23.9,15.68
"1114",48.29,24.01,15.45
"1115",47.43,24.06,15.44
"1116",47.46,23.94,15.1
"1117",47.36,23.96,15.22
"1118",46.56,23.7,15.2
"1119",46.66,24.04,15.16
"1120",47.49,24.22,15.2
"1121",46.68,23.74,14.81
"1122",46.45,24,14.78
"1123",45.75,24.26,14.7
"1124",45.05,24.47,14.99
"1125",46.47,24.76,15.35
"1126",46.09,24.65,15.22
"1127",47.32,24.63,15.08
"1128",46.62,24.3,14.88
"1129",47.43,25.2,14.88
"1130",47.89,25.8,14.95
"1131",47.72,25.62,14.89
"1132",47.95,26,15.04
"1133",49.04,26.02,15.45
"1134",49.92,26.03,15.49
"1135",50.25,26.33,15.72
"1136",51.03,26.77,15.81
"1137",51.39,26.92,15.61
"1138",50.57,26.63,15.05
"1139",50.54,26.54,14.86
"1140",51.15,26.63,14.91
"1141",51.11,26.47,14.63
"1142",52.13,26.78,14.69
"1143",53.4,26.59,14.42
"1144",53.84,27.54,14.59
"1145",55.27,27.06,13.48
"1146",55.33,27.1,13.59
"1147",56.19,27.53,13.98
"1148",56.93,27.91,13.69
"1149",57.63,28.08,13.94
"1150",56.08,27.33,13.58
"1151",55.97,27.72,13.5
"1152",55.78,27.4,13.1
"1153",56.68,27.27,13.1
"1154",55.46,26.64,12.85
"1155",56.08,26.92,13.02
"1156",53.91,25.94,12
"1157",53.37,25.68,11.74
"1158",50.46,24.48,11.09
"1159",53.43,25.58,12.08
"1160",51.96,24.2,11.77
"1161",53.39,25.19,12.86
"1162",53.86,25.1,13.58
"1163",54.77,25.51,13.46
"1164",54.35,25.35,13.48
"1165",54.35,25.24,13.47
"1166",52.29,24.67,12.96
"1167",50.86,24.05,12.92
"1168",50.92,23.98,12.84
"1169",53.37,24.72,13.35
"1170",53.74,24.9,13.15
"1171",53.39,24.57,12.87
"1172",54.8,25.25,12.74
"1173",55.71,25.84,13.68
"1174",55.71,26.23,13.84
"1175",54.98,26.6,13.61
"1176",54.43,26.21,13.35
"1177",53.44,25.8,12.87
"1178",54.25,25.51,12.91
"1179",54.85,26,13.61
"1180",54.88,26.22,14.44
"1181",53.93,25.74,14.48
"1182",54.28,25.89,14.26
"1183",54.95,26.04,14.26
"1184",55.61,26.5,14.55
"1185",56.14,26.99,14.89
"1186",57.21,27.12,14.97
"1187",58.8,27.21,14.61
"1188",59.06,26.98,14.36
"1189",58.88,25.99,13.96
"1190",57.4,25.06,13.99
"1191",57.76,25.06,14.71
"1192",57.6,25.44,14.75
"1193",57.04,25.67,14.54
"1194",56.72,25.58,14.19
"1195",55.8,25.45,13.42
"1196",54.47,24.89,13.17
"1197",53.51,24.53,13.53
"1198",53.21,25.34,14.46
"1199",54.04,25.89,15.92
"1200",53.91,26.34,15.65
"1201",52.83,26.25,15.47
"1202",55.54,26.94,15.84
"1203",57.18,27,15.86
"1204",57.46,26.96,15.77
"1205",58.35,27.18,15.93
"1206",60.29,27.27,15.91
"1207",60,26.98,15.7
"1208",60.32,27.31,15.47
"1209",56.95,27.13,15.94
"1210",56.47,27.04,16.18
"1211",56.12,27.16,16.12
"1212",57.97,27.19,16.71
"1213",56.82,26.81,16.24
"1214",57.23,26.59,16.3
"1215",57.81,27.25,16.63
"1216",57.85,26.98,16.56
"1217",57.83,26.63,15.64
"1218",56.64,25.99,14.93
"1219",56.77,26.01,15.1
"1220",57.58,26.53,15.48
"1221",57.18,26.25,15.24
"1222",57.1,26.8,15.69
"1223",58.03,27.16,15.97
"1224",56.47,26.2,15.92
"1225",55.03,26.28,15.95
"1226",54.95,26.91,16.27
"1227",54.18,26.76,16
"1228",55.55,26.74,15.93
"1229",54.97,26.07,15.72
"1230",53.92,25.54,15.34
"1231",53.56,25.3,15.38
"1232",52.72,25,14.99
"1233",53.79,24.79,14.97
"1234",52.43,24.47,14.94
"1235",51.94,24.3,15.1
"1236",53.73,24.87,15.35
"1237",53.31,24.84,15.7
"1238",54.6,25.58,15.71
"1239",55.42,25.28,16.23
"1240",55.67,25.22,16.05
"1241",56.14,25.7,15.89
"1242",55.85,25.66,15.84
"1243",55.58,25.6,15.62
"1244",55.81,25.4,15.61
"1245",56.23,25.7,15.94
"1246",55.98,25.51,15.47
"1247",55.54,25.76,15.42
"1248",54.31,25.59,15.02
"1249",54.13,25.56,15.16
"1250",54.43,26,14.96
"1251",54.6,25.53,14.62
"1252",56.56,26.02,15.11
"1253",56.64,25.76,15.99
"1254",56.94,25.81,16
"1255",57.62,26.03,16.19
"1256",58.08,26.04,16.09
"1257",57.52,25.82,15.78
"1258",57.87,26.02,16.13
"1259",57.86,25.96,16.13
"1260",58.75,26.76,16.28
"1261",59.06,27.4,15.78
"1262",59.72,27.68,15.64
"1263",60.34,28.1,15.52
"1264",60.25,27.74,15.46
"1265",60.46,27.84,15.51
"1266",60.36,27.72,15.53
"1267",60.2,28,15.66
"1268",59.97,28.25,15.48
"1269",60.67,28.26,15.43
"1270",61.3,28.23,15.92
"1271",61.11,28.12,16.12
"1272",60.04,29.71,15.96
"1273",61.06,29.73,15.68
"1274",60.06,29.34,15.69
"1275",63.81,29.56,15.56
"1276",63.52,29.5,15.53
"1277",63.9,29.23,15.74
"1278",64.72,29.61,15.55
"1279",65.21,29.53,15.47
"1280",65.17,29.89,15.73
"1281",65.02,29.95,15.72
"1282",65.67,30.24,15.92
"1283",66.28,30.2,15.82
"1284",66.98,30.35,15.83
"1285",68.1,30.66,15.78
"1286",70.45,30.77,16
"1287",70.49,30.5,16.14
"1288",71.8,30.58,16.12
"1289",72.78,30.25,15.36
"1290",71.1,30.05,15.12
"1291",71.74,31.28,15.36
"1292",71.73,31.25,15.01
"1293",73.55,31.44,14.75
"1294",73.29,31.27,14.5
"1295",73.77,31.37,14.78
"1296",74.63,31.48,14.89
"1297",75.11,31.35,14.86
"1298",76.49,31.87,14.9
"1299",77.49,31.74,14.83
"1300",77.78,32.29,14.93
"1301",77.88,32.08,14.72
"1302",76.17,31.8,14.62
"1303",75.75,31.56,14.42
"1304",75.81,31.84,14.62
"1305",77.43,32.01,14.62
"1306",77.88,31.99,14.63
"1307",78.86,32.04,14.49
"1308",81.16,32.67,14.55
"1309",84.23,32.77,14.63
"1310",83.65,32.85,14.88
"1311",83.65,32.6,15.18
"1312",85.87,32.2,15.15
"1313",86.57,31.99,15.41
"1314",86.07,31.91,15.51
"1315",85.62,32,15.48
"1316",85.15,32.01,15.38
"1317",86.71,32.59,15.54
"1318",87.78,32.52,15.43
"1319",88.23,32.19,15.32
"1320",87.12,32.12,15.3
"1321",85.65,32.26,15.22
"1322",88.38,32.29,15.46
"1323",89.9,31.94,15.18
"1324",89.19,31.21,15.27
"1325",90.53,31.52,15.06
"1326",90.89,31.1,15.1
"1327",89.78,30.47,14.99
"1328",89.46,30.34,14.88
"1329",88.97,30.98,15.06
"1330",86.46,30.81,14.87
"1331",82.88,31.08,14.78
"1332",87.1,31.44,15.01
"1333",86.91,31.14,15.49
"1334",83.92,31.01,15.4
"1335",81.85,32.42,15.6
"1336",81.67,32.12,15.33
"1337",80.04,31.92,15.43
"1338",87.14,32.2,15.5
"1339",86.81,32.11,15.53
"1340",86.14,31.98,15.57
"1341",83.43,32.02,15.54
"1342",83.16,32.01,15.63
"1343",83.71,31.8,15.67
"1344",83.12,31.76,15.4
"1345",80.75,30.98,15.15
"1346",81.35,30.65,15.35
"1347",81.17,30.5,15.36
"1348",81.31,30.76,15.3
"1349",81.5,30.74,15.44
"1350",80.96,31.16,15.19
"1351",79.75,30.68,15.5
"1352",79.02,30.21,15.4
"1353",78.01,29.9,15.28
"1354",75.73,29.72,14.87
"1355",75.77,29.27,15.42
"1356",80.18,29.75,15.58
"1357",79.57,29.76,15.29
"1358",81.51,29.11,15.38
"1359",80.76,29.07,15.35
"1360",80.33,29.06,15.36
"1361",81.75,29.56,15.47
"1362",82.74,29.34,15.25
"1363",82.53,29.19,15.24
"1364",80.14,28.45,14.92
"1365",80.61,28.55,15.01
"1366",80.4,28.5,15.1
"1367",81.64,29.35,15.36
"1368",81.67,29.23,15.36
"1369",82.9,29.65,15.65
"1370",81.6,28.9,15.3
"1371",82.31,29.29,15.47
"1372",81.74,29.13,15.34
"1373",81.65,29.34,15.36
"1374",82.02,30.02,15.36
"1375",83.68,29.84,15.49
"1376",83.92,30.7,15.65
"1377",83.68,30.93,15.74
"1378",82.52,30.14,15.52
"1379",83.16,30.7,15.61
"1380",81.54,29.86,15.44
"1381",81.72,30.02,15.34
"1382",82.07,30.17,15.52
"1383",81.29,29.91,15.45
"1384",83.43,30.59,15.83
"1385",84.65,30.56,15.84
"1386",85.63,30.76,15.98
"1387",87.13,30.7,15.85
"1388",86.55,30.18,15.78
"1389",87.7,30,15.75
"1390",86.89,29.74,15.82
"1391",86.35,29.3,15.8
"1392",85.56,28.63,15.69
"1393",86.42,29.39,15.74
"1394",86.7,29.44,15.64
"1395",86.71,29.66,15.6
"1396",86.61,30.45,15.7
"1397",87.76,30.66,15.72
"1398",86.33,30.12,15.92
"1399",86.26,29.28,15.76
"1400",85.85,29.15,15.43
"1401",82.14,28.83,15.5
"1402",82.13,29.16,15.8
"1403",83.59,29.76,16.11
"1404",85,29.64,15.98
"1405",87.25,29.47,15.84
"1406",86.69,29.41,15.99
"1407",86.83,29.19,15.74
"1408",87.96,29.75,15.97
"1409",88.94,29.95,16.04
"1410",88.7,30.26,16.22
"1411",88.55,30.33,16.17
"1412",88.68,30.5,16.01
"1413",88.81,30.42,15.15
"1414",90,30.39,15.02
"1415",90.24,30.13,14.73
"1416",90.12,30.2,14.76
"1417",90.91,30.78,14.99
"1418",92.59,30.9,15.03
"1419",95.02,30.74,14.96
"1420",93.72,30.8,14.97
"1421",95.55,30.54,14.92
"1422",94.66,30.26,14.86
"1423",94.75,30.56,14.92
"1424",96.53,30.69,14.85
"1425",96.4,30.63,14.72
"1426",96.21,30.65,14.84
"1427",94.84,30.32,14.67
"1428",95.03,30.82,14.65
"1429",96.42,30.38,14.89
"1430",95.75,30.39,15.09
"1431",96.61,31.34,15.11
"1432",97.21,30.95,15.22
"1433",94.68,30.72,15.11
"1434",94.37,30.79,15.16
"1435",95.68,30.78,15.4
"1436",97.57,30.94,15.6
"1437",98.75,31.21,15.77
"1438",99.97,31.21,15.68
"1439",100.27,31.18,15.9
"1440",100.3,31.05,15.86
"1441",99.81,31.45,15.79
"1442",100.01,31.19,15.74
"1443",98.68,30.78,16
"1444",96.22,30.39,15.68
"1445",95.03,30.16,15.61
"1446",97.33,30.16,16.04
"1447",95.3,29.76,15.98
"1448",94.2,29.49,15.82
"1449",94.47,29.66,15.94
"1450",95.92,29.86,16.21
"1451",95.26,30.03,16.27
"1452",93.23,29.85,16.09
"1453",91.17,29.78,16.03
"1454",90.84,29.28,15.85
"1455",91.56,28.98,15.83
"1456",89.7,28.95,15.92
"1457",89.96,29.2,15.88
"1458",90.68,29.51,15.68
"1459",92.83,29.49,15.92
"1460",92.09,29.59,16.09
"1461",90.38,29.5,16
"1462",87.12,28.64,15.84
"1463",90.58,28,15.77
"1464",87.62,28.05,16.67
"1465",88.12,27.9,16.55
"1466",87.08,27.88,16.61
"1467",86.29,28.21,16.79
"1468",85.05,28.54,16.84
"1469",85.22,29.52,16.95
"1470",82.4,29.5,17.11
"1471",83.52,29.63,17.37
"1472",83.26,29.86,17.46
"1473",79.71,29.08,17.39
"1474",76.82,28.81,17.24
"1475",78.15,28.83,17.26
"1476",77.55,28.22,17.51
"1477",77.56,27.09,17.85
"1478",76.7,26.84,17.82
"1479",75.09,26.66,17.89
"1480",75.38,26.52,17.86
"1481",80.82,26.73,18.36
"1482",80.13,26.71,18.24
"1483",80.24,26.95,18.4
"1484",81.64,27.7,18.57
"1485",84.22,27.38,18.76
"1486",83.54,27.08,18.93
"1487",83.28,27.36,18.91
"1488",84.19,26.95,18.87
"1489",83.61,26.62,18.77
"1490",83.74,26.43,18.55
"1491",82.26,26.37,18.93
"1492",76.97,26.67,18.89
"1493",78.18,26.72,19.2
"1494",76.18,26.46,19.2
"1495",75.69,26.94,19.43
"1496",77.34,27.32,19.52
"1497",77,27.24,19.38
"1498",75.67,27.11,19.35
"1499",72.83,26.81,19.64
"1500",74.12,27.1,19.69
"1501",76.27,27.56,19.62
"1502",75.19,27.31,19.6
"1503",74.53,27.68,19.69
"1504",74.19,27.45,19.35
"1505",74.31,27.06,19.65
"1506",73.29,26.86,19.57
"1507",73.58,26.96,19.6
"1508",72.8,26.55,19.5
"1509",76.02,26.71,19.9
"1510",78.43,27.62,20.08
"1511",77.44,27.25,19.78
"1512",75.29,26.74,19.86
"1513",74.8,26.69,19.4
"1514",75.04,26.55,19.66
"1515",73.87,26.7,19.33
"1516",74.79,26.46,18.99
"1517",74.33,26.83,19.29
"1518",71.68,26.89,19.43
"1519",69.42,27.21,19.52
"1520",72.3,27.04,20.07
"1521",71.81,27.25,20.13
"1522",71.43,27.25,20.02
"1523",72.11,27.15,19.9
"1524",73.43,27.61,20.11
"1525",64.36,27.63,20.44
"1526",62.84,27.88,20.37
"1527",64.26,27.91,20.31
"1528",65.47,28.01,19.7
"1529",65.26,27.85,20.12
"1530",65.07,27.45,19.63
"1531",64.8,27.93,19.76
"1532",63.19,27.44,19.34
"1533",65.41,27.5,19.66
"1534",65.34,27.34,19.85
"1535",66.89,27.28,20.32
"1536",67.85,27.55,20.5
"1537",68.56,27.86,20.9
"1538",66.84,27.88,21.21
"1539",66.72,28.03,21.15
"1540",66.66,28.04,21.18
"1541",65.74,28.01,21.02
"1542",65.71,28.04,21.29
"1543",64.12,27.87,20.92
"1544",63.72,27.49,20.83
"1545",64.4,27.76,21.22
"1546",63.26,27.37,20.73
"1547",64.14,27.37,20.76
"1548",63.51,27.81,21.16
"1549",63.06,27.8,21.3
"1550",61.5,27.95,21.94
"1551",60.01,28.15,22.7
"1552",61.59,28.35,22.95
"1553",60.81,28.09,22.8
"1554",61.51,28.14,22.7
"1555",61.67,28,22.9
"1556",62.55,27.87,22.6
"1557",61.2,27.91,22.4
"1558",61.19,27.92,22.34
"1559",61.79,28.14,22.43
"1560",63.38,28.04,22.07
"1561",65.1,28.1,22.01
"1562",64.93,28.18,22.17
"1563",64.58,28.32,22.1
"1564",64.68,28.11,22.86
"1565",65.99,28.25,23.26
"1566",66.23,28.16,23.38
"1567",65.88,28.16,23.59
"1568",64.58,28.37,23.59
"1569",63.24,28.6,23.53
"1570",61.27,28.61,23.5
"1571",61.4,28.8,23.78
"1572",61.71,28.56,23.38
"1573",61.1,28.6,23.52
"1574",60.46,28.7,23.3
"1575",60.89,28.59,23.48
"1576",61,29.61,23.83
"1577",62.24,30.28,24.2
"1578",62.05,28.94,24.48
"1579",61.4,28.79,24.69
"1580",59.98,28.69,23.98
"1581",60.89,28.97,23.79
"1582",57.54,28.82,23.7
"1583",56.01,28.79,23.26
"1584",55.79,29.76,23.47
"1585",56.95,30.83,23.95
"1586",58.02,30.6,24.38
"1587",57.92,31.76,24.75
"1588",58.34,31.94,25.2
"1589",59.6,31.79,24.68
"1590",61.45,32.61,24.43
"1591",63.25,33.1,24.73
"1592",62.76,32.72,24.3
"1593",63.65,33.16,24.97
"1594",64.28,33.49,25.07
"1595",65.82,33.75,25.17
"1596",65.52,33.31,26.07
"1597",66.26,32.99,26.41
"1598",65.25,32.66,26.24
"1599",64.71,32.69,26.83
"1600",64.96,33.03,26.39
"1601",63.41,33.53,26.64
"1602",61.26,33.84,27.34
"1603",62.08,34.08,26.58
"1604",61.89,34.87,26.52
"1605",63.28,35.08,26.58
"1606",62.81,34.85,27
"1607",63.05,34.61,26.54
"1608",63.16,34.15,26.02
"1609",63.59,34.27,26.33
"1610",63.06,35.02,26.07
"1611",63.56,34.88,25.81
"1612",64.51,35.03,26.33
"1613",64.25,34.9,26.3
"1614",64.39,35.59,26.39
"1615",64.19,34.99,26.26
"1616",63.59,34.78,25.75
"1617",62.64,34.96,26.21
"1618",63.12,35.67,27.04
"1619",62.7,35.47,26.74
"1620",62.51,34.84,26.4
"1621",61.74,35,25.89
"1622",62.28,34.72,26.37
"1623",61.44,34.4,26.28
"1624",61.71,35,26.54
"1625",61.68,34.98,26.66
"1626",60.43,34.59,26.24
"1627",59.55,33.49,25.35
"1628",59.07,33.26,25.19
"1629",57.51,33.72,24.06
"1630",57.52,33.67,24.96
"1631",56.87,34.35,25.28
"1632",56.25,34.62,25.47
"1633",56.65,34.54,25.13
"1634",58.46,34.36,25.24
"1635",59.78,33.94,24.99
"1636",60.11,34.01,25.59
"1637",59.63,34.21,25.68
"1638",59.29,34.32,25.52
"1639",60.34,34.35,26.68
"1640",60.1,34.7,26.56
"1641",61.04,35.68,27.04
"1642",60.93,35.67,27.23
"1643",61.06,36.17,27.34
"1644",61.46,36.27,26.88
"1645",61.47,35.74,29.66
"1646",61.68,35.44,29.66
"1647",60.71,31.4,29.11
"1648",60.9,32.01,27.86
"1649",59.86,31.82,27.36
"1650",62.93,31.96,27.84
"1651",62.64,31.39,28.27
"1652",63,31.62,28.11
"1653",63.97,31.54,27.93
"1654",64.76,31.85,28.05
"1655",64.65,31.84,28.09
"1656",65.24,31.67,27.96
"1657",66.08,31.89,27.65
"1658",67.06,31.7,27.67
"1659",66.46,31.58,27.32
"1660",66.43,32.06,27.39
"1661",65.86,32.89,27.48
"1662",64.92,32.7,27.68
"1663",66.77,32.87,28.35
"1664",69.94,32.23,28.34
"1665",71.21,32.35,28.05
"1666",71.13,31.79,27.14
"1667",71.76,31.8,27.32
"1668",72.53,31.39,26.91
"1669",71.58,31.62,27.12
"1670",71.77,31.61,27.06
"1671",71.85,32.39,27.9
"1672",71.57,34.75,27.99
"1673",71.85,34.15,27.7
"1674",69.8,33.26,27
"1675",70.13,33.02,27.11
"1676",70.24,33.55,27.3
"1677",69.6,33.4,27.12
"1678",69.8,31.88,27.78
"1679",71.24,31.2,28.07
"1680",70.75,31.24,28.23
"1681",71.17,31.15,28.17
"1682",72.31,31.66,29.24
"1683",70.66,32.39,29.48
"1684",66.82,32.74,29.19
"1685",67.53,32.69,29.65
"1686",66.41,33.03,29.26
"1687",64.3,32.8,29.62
"1688",65.05,32.93,30
"1689",66.38,33.32,30.44
"1690",67.47,33.64,31.03
"1691",66.77,32.79,30.92
"1692",70.09,32.74,30.26
"1693",69.87,32.46,31.27
"1694",68.79,32.5,31.34
"1695",69.46,32.77,32.75
"1696",68.96,33.27,33.55
"1697",68.11,33.28,33.17
"1698",69.71,33.58,34.31
"1699",69.94,33.92,34.14
"1700",69.06,33.86,33.88
"1701",69,33.88,34.89
"1702",69.68,33.3,34.14
"1703",68.71,33.01,32.93
"1704",69.51,33.07,33.01
"1705",69.95,33.76,33.87
"1706",70.4,34.13,34.15
"1707",70.86,34.45,34
"1708",71.24,34.49,33.38
"1709",71.59,34.64,33.09
"1710",72.07,34.92,32.74
"1711",72.7,34.96,33.43
"1712",74.48,34.99,34.06
"1713",74.27,34.58,33.94
"1714",74.99,33.76,33.1
"1715",75.99,33.72,33.08
"1716",75.14,35.73,32.25
"1717",75.7,35.57,32.35
"1718",73.81,35.52,33.17
"1719",74.98,35.54,32.57
"1720",74.67,35.4,32.94
"1721",74.29,35.52,33.18
"1722",75.25,35.94,33.19
"1723",75.06,36.64,32.97
"1724",74.42,38.18,32.88
"1725",73.21,37.5,32.11
"1726",74.37,37.78,33.12
"1727",74.15,37.59,33.82
"1728",74.29,37.36,34.07
"1729",74.38,38.16,35.1
"1730",75.45,38.02,35.69
"1731",75,37.84,35.47
"1732",74.09,37.2,34.98
"1733",74.22,36.74,34.63
"1734",73.57,37.08,35.62
"1735",74.45,37.4,36.3
"1736",74.26,37.57,36.49
"1737",74.82,37.64,36.29
"1738",76.2,37.35,36.64
"1739",77.99,37.6,36.96
"1740",79.44,38.13,36.98
"1741",78.75,38.45,37.01
"1742",80.9,38.31,36.56
"1743",80.71,38.94,38.13
"1744",81.13,38,38.87
"1745",80,38.36,38.86
"1746",80.92,38.7,38.87
"1747",80.79,38.11,40.22
"1748",80.19,37.61,39.16
"1749",80.08,37.22,39.35
"1750",79.2,36.69,39.73
"1751",79.64,36.88,39.73
"1752",79.28,36.52,39.51
"1753",78.68,36.58,40.04
"1754",77.78,36.25,40.2
"1755",78.43,36.8,40.12
"1756",81.44,36.62,40.77
"1757",81.1,37.08,40.85
"1758",80.56,37.44,40.65
"1759",80.01,37.29,40.49
"1760",79.22,37.29,40.2
"1761",80.15,37.41,40.44
"1762",79.02,37.16,39.59
"1763",77.28,36.91,40.12
"1764",77.7,36.13,39.93
"1765",77.15,36.41,40.92
"1766",77.64,35.76,41.02
"1767",76.65,35.53,40.92
"1768",76.13,36.04,41.23
"1769",76.53,34.98,39.99
"1770",78.06,35.78,41.14
"1771",79.62,36.76,41.07
"1772",79.18,36.89,40.34
"1773",77.24,36.38,40.01
"1774",78.44,36.17,39.52
"1775",78.79,35.93,40.18
"1776",79.45,36.06,39.39
"1777",78.01,36.8,37.91
"1778",78.64,36.03,36.65
"1779",72.36,36.27,38.22
"1780",71.54,36.66,34.89
"1781",71.4,36.86,35.31
"1782",71.51,37.84,36.01
"1783",71.65,36.48,34.9
"1784",72.68,36.35,35.66
"1785",73.23,35.82,35.49
"1786",73.22,36.18,36.24
"1787",74.24,36.56,37.23
"1788",75.57,36.8,37.76
"1789",76.57,37.18,38.5
"1790",76.56,37.47,38.11
"1791",77.78,37.61,38.52
"1792",77.71,37.62,38.23
"1793",78,37.42,38.3
"1794",76.77,37.51,37.81
"1795",75.88,37.75,37.79
"1796",75.04,37.98,37.29
"1797",75.36,37.69,37.42
"1798",74.58,37.54,37.26
"1799",73.91,37.47,37.62
"1800",75.38,37.86,38.47
"1801",75.18,38.31,38.67
"1802",75.39,37.78,38.25
"1803",75.89,38.41,39.63
"1804",76.05,38.11,39.5
"1805",75.82,38.15,39.66
"1806",75.78,37.9,38.7
"1807",75.85,37.82,38.05
"1808",76.58,38.02,37.56
"1809",76.66,38.27,37.5
"1810",75.81,37.89,37.23
"1811",74.96,37.7,37.6
"1812",75.25,38.05,39.11
"1813",75.91,39.55,39.45
"1814",75.89,39.27,38.61
"1815",75.53,40.33,37.77
